,traveller_username,date,covid,star,rating,aspect_sentiment,count_topic_0,count_topic_2,count_topic_4,topic_0,topic_2,topic_4,count_topic_3,count_topic_1,topic_3,topic_1
12444,Il maffio,2017-12-01,PreCovid,4,5.0,"[[hotel, best, 0]]",1.0,,,1.0,,,,,,
12445,awebber6,2018-11-01,PreCovid,4,5.0,"[[staff, singapor, 1], [staff, warm, 1], [breakfast, close, 3]]",,,,,,,1.0,2.0,0.0,0.3
12446,niffermc17,2018-11-01,PreCovid,4,5.0,"[[staff, good, 1]]",,,,,,,,1.0,,0.7
12447,Paul G,2018-11-01,PreCovid,4,5.0,"[[place, great, 0], [hotel, singapor, 0], [work, reliabl, 2], [breakfast, excel, 3], [hotel, right, 0]]",3.0,1.0,,0.36190476190476195,0.0,,1.0,,0.0,
12448,Departure774386,2018-10-01,PreCovid,4,5.0,"[[singapor, swissotel, 0], [place, upscal, 0], [room, great, 2], [hotel, extra, 0], [hotel, advantag, 0]]",4.0,1.0,,0.0,0.8,,,,,
12449,globalJuergen,2018-09-01,PreCovid,4,5.0,"[[check, great, 4], [flight, due, 4], [flight, midnigjht, 4], [day, hot, 4]]",,,4.0,,,0.23125,,,,
12450,Rimell-seaford-55,2018-10-01,PreCovid,4,4.0,"[[room, overnight, 2], [place, small, 0], [place, good, 0]]",2.0,1.0,,0.22499999999999998,0.0,,,,,
12451,1ShookShook1,2018-10-01,PreCovid,4,4.0,[],,,,,,,,,,
12452,Shlomit K,2018-11-01,PreCovid,4,5.0,"[[stay, choic, 1], [room, great, 2], [time, overal, 1], [time, next, 1]]",,1.0,,,0.8,,,3.0,,0.0
12453,ChrisMareeB,2018-10-01,PreCovid,4,5.0,"[[hotel, brilliant, 0], [day, next, 4], [food, western, 0], [room, good, 2]]",2.0,1.0,1.0,0.45,0.7,0.0,,,,
12454,Pradyumna,2018-07-01,PreCovid,4,4.0,"[[room, good, 2], [hotel, great, 0], [room, great, 2], [breakfast, good, 3], [help, neat, 1], [walk, long, 0], [place, good, 0]]",3.0,2.0,,0.48333333333333334,0.75,,1.0,1.0,0.7,0.0
12455,Zaky H,2018-11-01,PreCovid,4,5.0,"[[staff, warm, 1]]",,,,,,,,1.0,,0.6
12456,Vincent N,2018-10-01,PreCovid,4,5.0,"[[use, local, 4], [hotel, great, 0], [hotel, newer, 0]]",2.0,,1.0,0.4,,0.0,,,,
12457,Tien L,2018-07-01,PreCovid,4,3.0,"[[comfort, great, 3], [comfort, local, 3]]",,,,,,,2.0,,0.4,
12458,Matthews,2018-10-01,PreCovid,4,5.0,"[[night, singapor, 3], [staff, longer, 1]]",,,,,,,1.0,1.0,0.0,0.0
12459,Beacygirl,2018-10-01,PreCovid,4,5.0,"[[book, mid, 4], [room, next, 2], [room, best, 2], [check, late, 4], [day, half, 4]]",,2.0,3.0,,0.5,-0.15555555555555556,,,,
12460,Julie O,2018-10-01,PreCovid,4,4.0,"[[room, great, 2], [room, small, 2], [breakfast, good, 3]]",,2.0,,,0.275,,1.0,,0.7,
12461,Passport45404847120,2018-10-01,PreCovid,4,5.0,"[[hotel, singapor, 0], [place, great, 0], [place, experi, 0], [place, singapor, 0]]",4.0,,,0.2,,,,,,
12462,Bon444,2018-11-01,PreCovid,4,5.0,"[[room, quiet, 2], [bed, alloc, 3], [breakfast, good, 3], [breakfast, choic, 3], [pool, coffe, 3], [help, cool, 1], [help, pleasant, 1]]",,1.0,,,0.0,,4.0,2.0,0.175,0.5416666666666666
12463,Sam H,2018-11-01,PreCovid,4,5.0,"[[pool, fresh, 3]]",,,,,,,1.0,,0.3,
12464,Cjbrad,2018-10-01,PreCovid,4,4.0,"[[room, anexecut, 2]]",,1.0,,,0.0,,,,,
12465,FarAway61547320152,2018-11-01,PreCovid,4,5.0,"[[staff, soft, 1], [staff, first, 1]]",,,,,,,,2.0,,0.175
12466,webb1278,2018-10-01,PreCovid,4,5.0,"[[restaur, close, 0]]",1.0,,,0.0,,,,,,
12467,Global27910070567,2018-10-01,PreCovid,4,5.0,"[[room, good, 2], [room, environ, 2], [room, standard, 2]]",,3.0,,,0.2333333333333333,,,,,
12468,UkAlan_T,2018-11-01,PreCovid,4,5.0,"[[bed, great, 3], [breakfast, great, 3]]",,,,,,,2.0,,0.8,
12469,Flane,2018-11-01,PreCovid,4,5.0,[],,,,,,,,,,
12470,Ste27011960,2018-11-01,PreCovid,4,4.0,[],,,,,,,,,,
12471,MichelleALuton,2018-10-01,PreCovid,4,4.0,"[[howev, humid, 2], [room, big, 2], [room, enough, 2], [room, standard, 2]]",,4.0,,,0.0,,,,,
12472,gingergleds,2018-10-01,PreCovid,4,4.0,"[[place, cheapest, 0], [hotel, singapor, 0]]",2.0,,,0.0,,,,,,
12473,Jacqal,2018-10-01,PreCovid,4,5.0,"[[room, next, 2], [time, everi, 1]]",,1.0,,,0.0,,,1.0,,0.0
12474,Azra Ahamad,2018-11-01,PreCovid,4,5.0,"[[room, bigger, 2]]",,1.0,,,0.0,,,,,
12475,purfkt,2018-10-01,PreCovid,4,5.0,"[[time, singapor, 1], [room, older, 2], [room, great, 2]]",,2.0,,,0.48333333333333334,,,1.0,,0.0
12476,anthonykJ4031YP,2018-10-01,PreCovid,4,5.0,"[[book, prior, 4], [room, good, 2], [time, next, 1], [place, special, 0]]",1.0,1.0,1.0,0.35714285714285715,0.7,0.0,,1.0,,0.0
12477,val tan,2018-10-01,PreCovid,4,3.0,"[[place, frequent, 0], [place, great, 0]]",2.0,,,0.45,,,,,,
12478,Angela F,2018-10-01,PreCovid,4,5.0,"[[room, pleasant, 2], [pool, great, 3]]",,1.0,,,0.7333333333333333,,1.0,,0.8,
12479,Toby B,2018-10-01,PreCovid,4,5.0,"[[day, first, 4], [staff, servic, 1]]",,,1.0,,,0.25,,1.0,,0.0
12480,Sarsfield15,2018-10-01,PreCovid,4,5.0,[],,,,,,,,,,
12481,Exploration826672,2018-10-01,PreCovid,4,5.0,"[[day, actual, 4], [day, actual, 4], [day, actual, 4], [day, actual, 4], [day, actual, 4], [day, actual, 4], [day, actual, 4]]",,,7.0,,,0.0,,,,
12482,Carolyn M,2018-10-01,PreCovid,4,5.0,"[[place, happier, 0], [place, choic, 0], [time, great, 1], [place, best, 0], [time, everi, 1], [stay, rememb, 1], [stay, 'alway rememb', 1]]",3.0,,,0.3333333333333333,,,,4.0,,0.2
12483,Avidtraveller68,2018-10-01,PreCovid,4,4.0,"[[place, select, 0], [room, upgrad, 2], [room, alloc, 2], [help, stabl, 1], [help, amic, 1]]",1.0,2.0,,0.0,0.0,,,2.0,,0.0
12484,Jan E,2018-10-01,PreCovid,4,4.0,"[[room, extra, 2], [pool, nice, 3], [room, good, 2], [restaur, good, 0]]",1.0,2.0,,0.7,0.35,,1.0,,0.6,
12485,din0dal0ia,2018-10-01,PreCovid,4,4.0,"[[room, singapor, 2], [room, great, 2], [room, clean, 2], [hotel, enough, 0]]",1.0,3.0,,0.0,0.3888888888888889,,,,,
12486,TashoGee,2018-10-01,PreCovid,4,5.0,"[[hotel, great, 0], [restaur, great, 0], [staff, good, 1]]",2.0,,,0.8,,,,1.0,,0.7
12487,lukelangford,2018-10-01,PreCovid,4,4.0,"[[room, good, 2], [room, nice, 2]]",,2.0,,,0.6499999999999999,,,,,
12488,bruce b,2018-10-01,PreCovid,4,4.0,[],,,,,,,,,,
12489,Peter S,2018-10-01,PreCovid,4,5.0,"[[hotel, great, 0], [staff, great, 1], [room, whenev, 2], [room, singapor, 2], [room, good, 2]]",1.0,3.0,,0.8,0.2333333333333333,,,1.0,,0.8
12490,Arthur T,2018-10-01,PreCovid,4,5.0,"[[time, everi, 1]]",,,,,,,,1.0,,0.0
12491,Sarita2,2018-10-01,PreCovid,4,5.0,"[[time, stamford, 1], [love, great, 1]]",,,,,,,,2.0,,0.325
12492,Traveler66onthego,2018-09-01,PreCovid,4,4.0,[],,,,,,,,,,
12493,gilbertc657,2018-10-01,PreCovid,4,5.0,"[[staff, great, 1], [room, great, 2]]",,1.0,,,0.8,,,1.0,,0.8
12494,Laurent54974,2018-10-01,PreCovid,4,3.0,"[[pool, basic, 3], [pool, small, 3], [pool, sim, 3]]",,,,,,,3.0,,-0.08333333333333333,
12495,Jean-daniel A,2018-10-01,PreCovid,4,3.0,"[[room, nice, 2], [room, practic, 2], [room, top, 2]]",,3.0,,,0.3666666666666667,,,,,
12496,Michele D,2018-10-01,PreCovid,4,5.0,[],,,,,,,,,,
12497,cazza13_13,2018-10-01,PreCovid,4,4.0,"[[time, great, 1], [time, mutual, 1], [time, sure, 1], [time, next, 1], [restaur, close, 0]]",1.0,,,0.0,,,,4.0,,0.325
12498,GlobeTrotting825966,2018-10-01,PreCovid,4,5.0,[],,,,,,,,,,
12499,Peter K,2018-10-01,PreCovid,4,5.0,"[[restaur, good, 0], [restaur, servic, 0]]",2.0,,,0.35,,,,,,
12500,pilzsuecher,2018-10-01,PreCovid,4,5.0,"[[room, nice, 2], [friendli, perfect, 1], [friendli, nice, 1], [room, small, 2], [room, present, 2]]",,3.0,,,0.11666666666666665,,,2.0,,0.8
12501,Nick L,2018-10-01,PreCovid,4,4.0,[],,,,,,,,,,
12502,Ilovecoffee61,2018-10-01,PreCovid,4,5.0,"[[room, back, 2]]",,1.0,,,0.0,,,,,
12503,Sez78,2018-10-01,PreCovid,4,5.0,"[[bed, fit, 3], [pool, waterslid, 3], [day, cool, 4]]",,,1.0,,,0.35,2.0,,0.2,
12504,Marty L,2018-10-01,PreCovid,4,5.0,"[[food, great, 0], [check, slow, 4]]",1.0,,1.0,0.8,,-0.30000000000000004,,,,
12505,Sophia A,2018-10-01,PreCovid,4,5.0,"[[room, servic, 2], [breakfast, good, 3], [staff, great, 1], [breakfast, good, 3]]",,1.0,,,0.0,,2.0,1.0,0.7,0.8
12506,Michelle G,2018-09-01,PreCovid,4,4.0,"[[place, great, 0], [room, clean, 2], [breakfast, wide, 3], [love, select, 1]]",1.0,1.0,,0.8,0.3666666666666667,,1.0,1.0,-0.1,0.5
12507,jmilli470788,2018-10-01,PreCovid,4,5.0,"[[room, clean, 2], [room, strong, 2]]",,2.0,,,0.4,,,,,
12508,Marion T,2018-10-01,PreCovid,4,4.0,"[[shop, close, 0], [friendli, great, 1], [room, coulour, 2], [room, corrdin, 2]]",1.0,2.0,,0.0,0.0,,,1.0,,0.8
12509,Taylor H,2018-10-01,PreCovid,4,5.0,"[[room, great, 2], [room, singapor, 2], [walk, central, 0], [hotel, cheap, 0], [pool, free, 3]]",2.0,2.0,,0.2,0.4,,1.0,,0.4,
12510,AlextheGrate,2018-09-01,PreCovid,4,5.0,"[[floor, much, 2], [staff, thorough, 1]]",,1.0,,,0.2,,,1.0,,0.0
12511,Ashwin J,2018-10-01,PreCovid,4,5.0,"[[staff, old, 1], [love, pleasant, 1]]",,,,,,,,2.0,,0.35833333333333334
12512,LittleLottie10,2018-10-01,PreCovid,4,4.0,"[[room, twin, 2], [staff, great, 1], [breakfast, good, 3], [time, everi, 1]]",,1.0,,,0.0,,1.0,2.0,0.7,0.4
12513,David E,2018-10-01,PreCovid,4,5.0,"[[stay, great, 1], [time, last, 1], [singapor, 'ever travel', 0]]",1.0,,,0.0,,,,2.0,,0.4
12514,Jim M,2018-09-01,PreCovid,4,5.0,"[[stay, recent, 1], [room, execut, 2], [floor, higher, 2], [room, singapor, 2], [staff, happier, 1]]",,3.0,,,0.08333333333333333,,,2.0,,0.0
12515,Crabb,2018-09-01,PreCovid,4,4.0,"[[room, select, 2], [bed, better, 3], [restaur, main, 0]]",1.0,1.0,,0.16666666666666666,0.0,,1.0,,0.5,
12516,EAPotter,2018-10-01,PreCovid,4,5.0,"[[flight, long, 4], [bed, execut, 3], [room, servic, 2], [room, 'chocol await', 2]]",,2.0,1.0,,0.0,-0.05,1.0,,0.0,
12517,madinnaraina,2018-10-01,PreCovid,4,3.0,"[[stay, great, 1], [room, good, 2]]",,1.0,,,0.7,,,1.0,,0.8
12518,Diane220652,2018-10-01,PreCovid,4,5.0,"[[room, great, 2], [room, great, 2], [bed, good, 3], [friendli, great, 1]]",,2.0,,,0.8,,1.0,1.0,0.7,0.8
12519,118rohan,2018-10-01,PreCovid,4,4.0,"[[room, 'well built', 2], [staff, quick, 1], [room, central, 2]]",,2.0,,,0.0,,,1.0,,0.3333333333333333
12520,colinfoo11,2018-09-01,PreCovid,4,5.0,[],,,,,,,,,,
12521,Brad L,2018-09-01,PreCovid,4,4.0,[],,,,,,,,,,
12522,marieholman,2018-09-01,PreCovid,4,4.0,"[[room, great, 2], [breakfast, great, 3]]",,1.0,,,0.8,,1.0,,0.8,
12523,Ian H,2018-10-01,PreCovid,4,5.0,"[[stay, singapor, 1]]",,,,,,,,1.0,,0.0
12524,Resort823105,2018-06-01,PreCovid,4,5.0,"[[time, second, 1], [staff, special, 1]]",,,,,,,,2.0,,0.17857142857142858
12525,Phillip O,2018-09-01,PreCovid,4,5.0,"[[singapor, great, 0], [room, great, 2], [stay, good, 1]]",1.0,1.0,,0.8,0.8,,,1.0,,0.7
12526,ram0yn,2018-09-01,PreCovid,4,3.0,"[[room, sure, 2], [room, nice, 2], [room, earli, 2]]",,3.0,,,0.3666666666666667,,,,,
12527,Bjengel,2018-09-01,PreCovid,4,4.0,"[[room, nice, 2], [room, good, 2]]",,2.0,,,0.6499999999999999,,,,,
12528,Magen2014,2018-10-01,PreCovid,4,4.0,[],,,,,,,,,,
12529,gwynpower,2018-10-01,PreCovid,4,4.0,"[[stay, short, 1]]",,,,,,,,1.0,,0.0
12530,341sakshig,2018-10-01,PreCovid,4,5.0,"[[hotel, decent, 0], [staff, warm, 1], [room, good, 2]]",1.0,1.0,,0.16666666666666666,0.7,,,1.0,,0.6
12531,CSR100,2018-09-01,PreCovid,4,5.0,"[[night, full, 3], [pool, good, 3], [pool, swim, 3]]",,,,,,,3.0,,0.3499999999999999,
12532,Maureen050751,2018-10-01,PreCovid,4,5.0,[],,,,,,,,,,
12533,Chappelli1954,2018-09-01,PreCovid,4,4.0,"[[room, arrang, 2], [bathroom, modern, 2], [pool, small, 3], [staff, slow, 1]]",,2.0,,,0.1,,1.0,1.0,-0.25,-0.30000000000000004
12534,Angelito77,2018-08-01,PreCovid,4,5.0,"[[room, great, 2], [pool, great, 3], [day, long, 4]]",,1.0,1.0,,0.8,-0.05,1.0,,0.8,
12535,joan w,2018-09-01,PreCovid,4,4.0,"[[friendli, nice, 1], [friendli, good, 1]]",,,,,,,,2.0,,0.6499999999999999
12536,Weethree2016,2018-10-01,PreCovid,4,5.0,"[[hotel, great, 0], [night, current, 3], [staff, big, 1]]",1.0,,,0.8,,,1.0,1.0,0.0,0.0
12537,ENIAMASU,2018-09-01,PreCovid,4,5.0,"[[hotel, perfect, 0]]",1.0,,,1.0,,,,,,
12538,dave g,2018-09-01,PreCovid,4,5.0,"[[hotel, great, 0], [room, nice, 2], [room, clean, 2]]",1.0,2.0,,0.8,0.48333333333333334,,,,,
12539,Denise M,2018-10-01,PreCovid,4,5.0,"[[time, second, 1], [room, great, 2]]",,1.0,,,0.8,,,1.0,,0.0
12540,Rachel S,2018-08-01,PreCovid,4,5.0,"[[stay, overal, 1], [stay, great, 1]]",,,,,,,,2.0,,0.4
12541,123free,2018-09-01,PreCovid,4,5.0,"[[room, modern, 2], [breakfast, brilliant, 3]]",,1.0,,,0.2,,1.0,,0.9,
12542,poshO1,2018-09-01,PreCovid,4,4.0,"[[bathroom, good, 2], [hotel, good, 0], [hotel, coffe, 0]]",2.0,1.0,,0.35,0.7,,,,,
12543,Shirley H,2018-09-01,PreCovid,4,5.0,"[[time, sever, 1]]",,,,,,,,1.0,,0.0
12544,njakubec,2018-09-01,PreCovid,4,5.0,"[[room, central, 2]]",,1.0,,,0.0,,,,,
12545,Loving Life always,2018-08-01,PreCovid,4,4.0,"[[time, great, 1]]",,,,,,,,1.0,,0.8
12546,Astrid A,2018-10-01,PreCovid,4,5.0,"[[stay, normal, 1], [room, perfect, 2], [night, late, 3]]",,1.0,,,1.0,,1.0,1.0,-0.3,0.15
12547,Carl F,2018-09-01,PreCovid,4,4.0,"[[hotel, singapor, 0], [hotel, recent, 0], [staff, cheaper, 1], [staff, 'anywher cheaper', 1], [staff, nice, 1], [staff, clean, 1], [staff, pleasant, 1], [room, superior, 2], [room, safe, 2], [use, singapor, 4]]",2.0,2.0,1.0,0.0,0.6,0.0,,5.0,,0.33999999999999997
12548,Lindsay V,2018-09-01,PreCovid,4,5.0,"[[friendli, super, 1], [hotel, clean, 0]]",1.0,,,0.3666666666666667,,,,1.0,,0.3333333333333333
12549,Dave M,2018-09-01,PreCovid,4,5.0,"[[room, big, 2], [staff, local, 1], [friendli, brilliant, 1], [friendli, super, 1]]",,1.0,,,0.0,,,3.0,,0.41111111111111115
12550,Deborah T,2018-08-01,PreCovid,4,5.0,"[[room, 'soon possibl', 2], [time, previous, 1]]",,1.0,,,0.0,,,1.0,,-0.16666666666666666
12551,Cathj5,2018-09-01,PreCovid,4,5.0,"[[stay, standard, 1]]",,,,,,,,1.0,,0.0
12552,ppsg2018,2018-09-01,PreCovid,4,5.0,"[[place, nice, 0]]",1.0,,,0.6,,,,,,
12553,Peter Cheng,2018-09-01,PreCovid,4,5.0,"[[help, great, 1]]",,,,,,,,1.0,,0.8
12554,Burnsie10,2018-09-01,PreCovid,4,5.0,"[[hotel, great, 0], [use, brilliant, 4], [room, execut, 2], [friendli, good, 1], [friendli, 'even good', 1], [friendli, good, 1]]",1.0,1.0,1.0,0.8,0.0,0.9,,3.0,,0.6999999999999998
12555,jhaar662322,2018-09-01,PreCovid,4,3.0,"[[room, small, 2]]",,1.0,,,-0.25,,,,,
12556,AMITSPVERMA,2018-01-01,PreCovid,4,4.0,"[[room, big, 2], [room, nice, 2], [bed, qualiti, 3]]",,2.0,,,0.3,,1.0,,0.0,
12557,TiaQuinn,2017-11-01,PreCovid,4,5.0,"[[room, clean, 2]]",,1.0,,,0.3666666666666667,,,,,
12558,rcameron2018,2018-09-01,PreCovid,4,4.0,"[[place, good, 0], [hotel, right, 0]]",2.0,,,0.4928571428571428,,,,,,
12559,janfagernes2,2018-09-01,PreCovid,4,4.0,"[[hotel, nice, 0], [breakfast, good, 3], [room, nice, 2]]",1.0,1.0,,0.6,0.6,,1.0,,0.7,
12560,Tina S,2018-09-01,PreCovid,4,5.0,"[[room, advantag, 2], [room, swiss, 2], [room, alloc, 2]]",,3.0,,,0.0,,,,,
12561,parksey66,2018-09-01,PreCovid,4,5.0,"[[arriv, warm, 4]]",,,1.0,,,0.6,,,,
12562,good612,2018-04-01,PreCovid,4,4.0,"[[room, good, 2], [staff, luggag, 1], [staff, leav, 1], [staff, singapor, 1], [night, luggag, 3], [night, luggag, 3]]",,1.0,,,0.7,,2.0,3.0,0.0,0.0
12563,MervBritt,2018-09-01,PreCovid,4,4.0,[],,,,,,,,,,
12564,Cathy741,2018-09-01,PreCovid,4,5.0,"[[floor, top, 2], [room, higher, 2]]",,2.0,,,0.375,,,,,
12565,Family on the road,2018-08-01,PreCovid,4,5.0,"[[place, best, 0], [hotel, singapor, 0], [walk, short, 0], [staff, less, 1], [help, dedic, 1], [need, advic, 2], [bed, extra, 3], [pool, nice, 3], [pool, swim, 3]]",3.0,1.0,,0.3333333333333333,0.0,,3.0,2.0,0.19999999999999998,-0.08333333333333333
12566,ajpurcell2016,2018-09-01,PreCovid,4,5.0,"[[pool, great, 3], [comfort, soft, 3]]",,,,,,,2.0,,0.45,
12567,mvittoriaItaly,2018-02-01,PreCovid,4,5.0,"[[day, refresh, 4], [night, late, 3]]",,,1.0,,,0.0,1.0,,-0.3,
12568,Kelly D,2018-09-01,PreCovid,4,5.0,"[[use, everi, 4]]",,,1.0,,,0.0,,,,
12569,KestasKS,2018-09-01,PreCovid,4,4.0,"[[restaur, close, 0]]",1.0,,,0.0,,,,,,
12570,fox777hunter,2018-09-01,PreCovid,4,4.0,"[[room, great, 2], [stay, 'well train', 1], [stay, second, 1]]",,1.0,,,0.8,,,2.0,,0.0
12571,Cats Mum,2018-07-01,PreCovid,4,5.0,"[[hotel, close, 0], [hotel, 'everyth close', 0], [mrt, singapor, 0], [staff, fresh, 1], [stay, extra, 1]]",3.0,,,0.0,,,,2.0,,0.15
12572,S.G,2018-09-01,PreCovid,4,5.0,[],,,,,,,,,,
12573,brianrU9903OI,2018-09-01,PreCovid,4,5.0,"[[time, first, 1], [hotel, great, 0], [hotel, 'anywher great', 0]]",2.0,,,0.8,,,,1.0,,0.25
12574,Francesco F,2018-09-01,PreCovid,4,5.0,"[[room, unfortun, 2], [room, vacant, 2], [staff, first, 1], [help, pleasant, 1]]",,2.0,,,0.0,,,2.0,,0.49166666666666664
12575,Shazza1961,2018-09-01,PreCovid,4,4.0,"[[hotel, great, 0]]",1.0,,,0.8,,,,,,
12576,Travel_With_Dale,2018-09-01,PreCovid,4,4.0,"[[room, close, 2], [staff, good, 1], [staff, good, 1]]",,1.0,,,0.0,,,2.0,,0.7
12577,bjklaassen,2018-09-01,PreCovid,4,5.0,"[[room, singapor, 2]]",,1.0,,,0.0,,,,,
12578,Greg R,2018-09-01,PreCovid,4,5.0,"[[get, cheap, 4], [restaur, special, 0], [restaur, sure, 0], [restaur, great, 0], [shop, good, 0], [shop, central, 0], [food, 'right swissotel', 0], [food, good, 0], [food, local, 0]]",8.0,,1.0,0.4178571428571428,,0.4,,,,
12579,jefferyfan,2018-08-01,PreCovid,4,5.0,"[[staff, good, 1], [staff, attitud, 1]]",,,,,,,,2.0,,0.35
12580,soolenglim,2018-09-01,PreCovid,4,4.0,"[[club, pleasant, 4], [club, execut, 4], [time, great, 1], [time, good, 1]]",,,2.0,,,0.36666666666666664,,2.0,,0.75
12581,pete m,2018-09-01,PreCovid,4,5.0,"[[place, great, 0], [place, local, 0], [place, cheap, 0]]",3.0,,,0.4000000000000001,,,,,,
12582,Sigarna,2018-08-01,PreCovid,4,5.0,"[[breakfast, good, 3], [pool, good, 3]]",,,,,,,2.0,,0.7,
12583,542globetrotter,2018-09-01,PreCovid,4,5.0,"[[stay, recent, 1]]",,,,,,,,1.0,,0.0
12584,Camper307232,2018-09-01,PreCovid,4,5.0,"[[book, great, 4], [night, singapor, 3], [pool, laundri, 3], [pool, great, 3]]",,,1.0,,,0.8,3.0,,0.26666666666666666,
12585,Brian B,2018-05-01,PreCovid,4,4.0,"[[room, execut, 2]]",,1.0,,,0.0,,,,,
12586,Meander147542,2018-09-01,PreCovid,4,5.0,"[[stay, great, 1]]",,,,,,,,1.0,,0.8
12587,high valley,2018-09-01,PreCovid,4,5.0,"[[time, first, 1]]",,,,,,,,1.0,,0.25
12588,Barbara,2018-08-01,PreCovid,4,4.0,"[[night, much, 3]]",,,,,,,1.0,,0.2,
12589,Fifi L,2018-08-01,PreCovid,4,5.0,[],,,,,,,,,,
12590,Globe_Traveler,2018-09-01,PreCovid,4,4.0,"[[time, long, 1], [stay, second, 1], [room, higher, 2], [stay, first, 1], [room, much, 2]]",,2.0,,,0.225,,,3.0,,0.06666666666666667
12591,pakabay,2018-08-01,PreCovid,4,4.0,[],,,,,,,,,,
12592,Rachel,2018-08-01,PreCovid,4,5.0,"[[room, clean, 2], [use, smart, 4], [room, great, 2], [help, incred, 1], [time, polit, 1]]",,2.0,1.0,,0.5833333333333334,0.21428571428571427,,2.0,,0.0
12593,Belinda M,2018-09-01,PreCovid,4,5.0,[],,,,,,,,,,
12594,haggs07,2018-09-01,PreCovid,4,5.0,"[[help, super, 1]]",,,,,,,,1.0,,0.3333333333333333
12595,Олег А,2018-09-01,PreCovid,4,4.0,"[[pool, outdoor, 3], [pool, swim, 3]]",,,,,,,2.0,,0.0,
12596,patriciagP5842PV,2018-08-01,PreCovid,4,5.0,"[[comfort, good, 3], [comfort, varieti, 3], [room, appoint, 2]]",,1.0,,,0.0,,2.0,,0.35,
12597,ian r,2018-08-01,PreCovid,4,1.0,"[[singapor, arround, 0], [day, next, 4], [room, fine, 2]]",1.0,1.0,1.0,0.0,0.4166666666666667,0.0,,,,
12598,Bruce K,2018-08-01,PreCovid,4,5.0,"[[famili, singapor, 1], [staff, ideal, 1], [staff, best, 1], [staff, particular, 1]]",,,,,,,,4.0,,0.5166666666666666
12599,ghlenn c,2018-08-01,PreCovid,4,5.0,"[[room, singapor, 2], [good, experi, 0]]",1.0,1.0,,0.7,0.0,,,,,
12600,_Geschaeftsreise99,2018-08-01,PreCovid,4,2.0,"[[room, great, 2], [day, everi, 4]]",,1.0,1.0,,0.8,0.0,,,,
12601,Travelqueen,2018-09-01,PreCovid,4,4.0,"[[staycat, pleasant, 1], [comfort, right, 3], [club, perfect, 4], [hotel, less, 0], [hotel, casual, 0], [howev, helpless, 2], [stay, pleasant, 1], [stay, 'still pleasant', 1]]",2.0,1.0,1.0,-0.33333333333333337,0.0,1.0,1.0,3.0,0.2857142857142857,0.7333333333333333
12602,Cazpfer,2018-08-01,PreCovid,4,5.0,"[[shop, good, 0], [room, nice, 2], [room, clean, 2], [use, free, 4], [use, free, 4], [place, close, 0], [check, special, 4]]",2.0,2.0,3.0,0.35,0.48333333333333334,0.38571428571428573,,,,
12603,LCandyC,2018-08-01,PreCovid,4,3.0,"[[room, nice, 2], [room, clean, 2], [staff, male, 1], [hour, front, 4], [hour, offic, 4]]",,2.0,2.0,,0.48333333333333334,0.0,,1.0,,0.0
12604,SquiddyAustralia,2018-09-01,PreCovid,4,4.0,"[[restaur, live, 0]]",1.0,,,0.13636363636363635,,,,,,
12605,Pinky,2018-08-01,PreCovid,4,5.0,[],,,,,,,,,,
12606,crestaone,2018-08-01,PreCovid,4,5.0,"[[pool, good, 3], [pool, swim, 3], [singapor, top, 0]]",1.0,,,0.5,,,2.0,,0.35,
12607,Indira,2018-08-01,PreCovid,4,4.0,"[[hotel, clean, 0]]",1.0,,,0.3666666666666667,,,,,,
12608,stitchflowers,2018-08-01,PreCovid,4,4.0,"[[room, everi, 2]]",,1.0,,,0.0,,,,,
12609,Yolanthe S,2018-08-01,PreCovid,4,5.0,"[[room, clean, 2], [place, central, 0], [place, easi, 0], [place, nearbi, 0]]",3.0,1.0,,0.0,0.3666666666666667,,,,,
12610,maufum,2018-08-01,PreCovid,4,4.0,"[[hotel, good, 0]]",1.0,,,0.7,,,,,,
12611,Michael K,2018-08-01,PreCovid,4,4.0,"[[pool, great, 3], [hotel, perfect, 0]]",1.0,,,1.0,,,1.0,,0.8,
12612,yodawendy,2018-08-01,PreCovid,4,5.0,"[[staff, nice, 1], [pool, great, 3], [pool, good, 3], [day, everi, 4]]",,,1.0,,,0.0,2.0,1.0,0.75,0.6
12613,Doug K,2018-08-01,PreCovid,4,5.0,[],,,,,,,,,,
12614,Vanessa B,2018-02-01,PreCovid,4,5.0,"[[room, great, 2], [room, clean, 2], [breakfast, good, 3], [staff, select, 1], [staff, close, 1]]",,2.0,,,0.5833333333333334,,1.0,2.0,0.7,0.0
12615,Acivipam,2018-08-01,PreCovid,4,5.0,"[[place, quiet, 0], [room, better, 2], [room, 'even better', 2], [room, insid, 2], [room, great, 2], [day, full, 4], [day, 'almost full', 4]]",1.0,4.0,2.0,0.0,0.45,0.35,,,,
12616,leposthuma,2018-08-01,PreCovid,4,5.0,"[[time, singapor, 1], [time, best, 1]]",,,,,,,,2.0,,0.5
12617,HAGustin,2018-08-01,PreCovid,4,5.0,"[[stay, great, 1], [staff, sim, 1]]",,,,,,,,2.0,,0.4
12618,Rio P,2018-08-01,PreCovid,4,5.0,"[[day, first, 4], [day, second, 4], [room, fast, 2]]",,1.0,2.0,,0.2,0.125,,,,
